,Unnamed: 0,Unnamed: 0.1,cell_x,cell_y,death_time
0,0,0,803.9318507890962,278.7783357245337,0
1,1,1,818.8529411764705,302.65208034433283,20
2,2,2,829.2977044476328,275.79411764705884,20
3,3,3,847.203012912482,251.92037302725976,20
4,4,4,869.5846484935437,559.2948350071736,20
5,5,5,802.4397417503586,596.5975609756098,20
6,6,6,647.2604017216643,244.4598278335725,20
7,7,7,639.799856527977,295.1915351506457,20
8,8,8,974.032281205165,393.670731707317,20
9,9,9,885.9978479196558,611.5186513629842,20
10,10,10,797.9634146341463,645.8371592539454,20
11,11,11,865.1083213773312,674.1872309899568,20
12,12,12,830.7898134863701,31.08823529411768,20
13,13,13,132.48278335724535,163.88593974175038,40
14,14,14,128.00645624103305,708.5057388809181,40
15,15,15,559.225968436155,450.3708751793399,40
16,16,16,717.3895265423241,1009.9117647058824,40
17,17,17,684.5631276901004,404.1154949784792,40
18,18,18,684.5631276901004,377.2575322812052,40
19,19,19,635.3235294117646,368.3048780487805,40
20,20,20,621.8945480631278,247.4440459110474,40
21,21,21,856.1556671449067,223.57030129124811,40
22,22,22,818.8529411764705,253.4124820659971,40
23,23,23,906.88737446198,417.5444763271162,40
24,24,24,829.2977044476328,545.8658536585365,40
25,25,25,1071.019368723099,715.9662840746054,40
26,26,26,1054.606169296987,678.6635581061691,40
27,27,27,1000.8902439024388,453.3550932568148,40
28,28,28,1020.2876614060256,383.22596843615503,40
29,29,29,1039.6850789096125,368.3048780487805,40
30,30,30,1059.0824964131994,398.1470588235293,40
31,31,31,1032.2245337159254,332.4942611190818,40
32,32,32,1291.851506456241,747.3005738880918,40
33,33,33,41.46413199426117,177.31492109038732,40
34,34,34,144.41965566714492,140.0121951219512,40
35,35,35,165.30918220946916,98.23314203730274,40
36,36,36,342.87015781922526,123.5989956958393,40
37,37,37,541.3206599713054,387.7022955523672,40
38,38,38,568.1786226685797,368.3048780487805,40
39,39,39,538.3364418938307,296.6836441893832,40
40,40,40,578.6233859397418,177.31492109038732,40
41,41,41,684.5631276901004,304.1441893830703,40
42,42,42,662.1814921090388,363.8285509325681,40
43,43,43,660.6893830703012,405.6076040172165,40
44,44,44,651.7367288378766,527.9605451936873,40
45,45,45,629.3550932568148,686.1241032998563,40
46,46,46,680.086800573888,681.647776183644,40
47,47,47,689.0394548063127,1003.9433285509324,40
48,48,48,885.9978479196558,684.631994261119,40
49,49,49,911.363701578192,644.345050215208,40
50,50,50,835.2661406025826,626.4397417503586,40
51,51,51,926.2847919655668,584.66068866571,40
52,52,52,817.3608321377333,499.6104734576757,40
53,53,53,854.6635581061693,28.10401721664277,40
54,54,54,805.4239598278335,25.11979913916787,40
55,55,55,1176.9591104734577,69.88307030129124,40
56,56,56,1011.3350071736012,144.48852223816357,40
57,57,57,1005.3665710186511,331.0021520803444,40
58,58,58,999.3981348637012,369.7969870875178,40
59,59,59,1008.3507890961264,413.06814921090375,40
60,60,60,1063.5588235294117,423.512912482066,40
61,61,61,1015.8113342898134,650.3134863701578,40
62,62,62,1068.0351506456238,635.3923959827832,40
63,63,63,1312.7410329985653,742.8242467718793,40
64,64,64,65.33787661406029,75.85150645624104,60
65,65,65,160.83285509325682,868.1614060258247,60
66,66,66,216.0408895265424,808.477044476327,60
67,67,67,211.56456241033,780.1269727403155,60
68,68,68,333.9175035868006,880.0982783357242,60
69,69,69,345.8543758967002,857.7166427546626,60
70,70,70,263.78837876614057,578.6922525107602,60
71,71,71,262.2962697274032,536.9131994261119,60
72,72,72,333.9175035868006,196.71233859397415,60
73,73,73,324.964849354376,159.4096126255381,60
74,74,74,324.964849354376,99.7252510760402,60
75,75,75,504.0179340028695,183.28335724533716,60
76,76,76,489.096843615495,256.396700143472,60
77,77,77,477.1599713055954,272.8098995695839,60
78,78,78,538.3364418938307,331.0021520803444,60
79,79,79,566.6865136298421,319.0652797704447,60
80,80,80,592.0523672883787,338.46269727403165,60
81,81,81,590.5602582496413,389.1944045911047,60
82,82,82,599.512912482066,426.4971305595408,60
83,83,83,569.6707317073169,639.8687230989956,60
84,84,84,417.4756097560975,872.6377331420372,60
85,85,85,544.3048780487803,1027.8170731707314,60
86,86,86,426.4282639885222,893.5272596843614,60
87,87,87,717.3895265423241,793.5559540889525,60
88,88,88,697.9921090387377,775.6506456241033,60
89,89,89,609.957675753228,644.345050215208,60
90,90,90,699.4842180774748,626.4397417503586,60
91,91,91,706.944763271162,602.5659971305595,60
92,92,92,733.8027259684361,626.4397417503586,60
93,93,93,765.1370157819224,630.9160688665709,60
94,94,94,624.8787661406027,574.215925394548,60
95,95,95,714.4053084648492,483.1972740315638,60
96,96,96,672.6262553802009,329.5100430416069,60
97,97,97,669.642037302726,157.91750358680062,60
98,98,98,674.1183644189382,138.52008608321376,60
99,99,99,802.4397417503586,84.80416068866576,60
100,100,100,778.5659971305596,19.151362984218167,60
101,101,101,933.745337159254,40.0408895265424,60
102,102,102,851.6793400286944,642.8529411764705,60
103,103,103,959.1111908177904,654.7898134863699,60
104,104,104,954.6348637015782,793.5559540889525,60
105,105,105,1030.732424677188,163.88593974175038,60
106,106,106,147.40387374461986,272.8098995695839,60
107,107,107,132.48278335724535,301.1599713055954,60
108,108,108,168.29340028694406,296.6836441893832,60
109,109,109,380.17288378766136,821.906025824964,60
110,110,110,517.4469153515064,157.91750358680062,60
111,111,111,524.9074605451937,553.3263988522236,60
112,112,112,700.9763271162124,747.3005738880918,60
113,113,113,620.4024390243902,526.4684361549497,60
114,114,114,842.7266857962696,68.3909612625539,60
